Entry_ID,Date,Grid_ID,Lat_Min,Lat_Max,Lon_Min,Lon_Max,T_degC,Salnty,O2ml_L,O2Sat,ChlorA,Phaeop,NO3uM
585,01/15/1991,grid661,33.377,33.42,-117.924,-117.872,15.153,33.543,5.817,101.667,0.177,0.057,0.0
586,01/15/1991,grid674,33.464,33.507,-119.321,-119.269,14.435,33.535,5.96,102.65,0.33,0.115,0.033
587,01/15/1991,grid675,33.464,33.507,-117.82,-117.768,15.2,33.571,5.813,101.7,0.217,0.07,0.0
588,01/15/1991,grid697,33.638,33.681,-119.01,-118.959,15.25,33.573,5.785,101.3,0.23,0.08,0.1
589,01/15/1991,grid726,33.812,33.855,-118.648,-118.596,14.465,33.48,5.94,102.35,0.82,0.305,0.0
590,01/15/1991,grid734,33.855,33.899,-118.493,-118.441,14.31,33.443,5.86,100.6,0.887,0.343,0.333
591,01/15/1993,grid140,29.812,29.855,-123.617,-123.565,16.473,33.219,5.62,100.667,0.113,0.043,0.1
592,01/15/1993,grid145,29.855,29.899,-123.565,-123.513,16.525,33.225,5.61,100.6,0.11,0.045,0.0
593,01/15/1993,grid168,30.159,30.203,-122.944,-122.892,15.943,33.193,5.697,100.933,0.113,0.04,0.1
594,01/15/1993,grid207,30.507,30.551,-122.271,-122.219,15.653,33.171,5.72,100.733,0.13,0.05,0.1
595,01/15/1993,grid238,30.812,30.855,-121.598,-121.547,15.687,33.193,5.733,101.067,0.103,0.04,0.1
596,01/15/1995,grid372,31.899,31.942,-124.186,-124.134,15.59,33.279,5.77,101.6,0.177,0.073,0.0
597,01/15/1995,grid437,32.246,32.29,-123.513,-123.462,15.27,33.17,5.777,101.0,0.187,0.073,0.0
598,01/15/1995,grid498,32.551,32.594,-122.84,-122.789,15.093,33.154,5.807,101.133,0.24,0.087,0.067
599,01/15/1999,grid572,32.899,32.942,-118.959,-118.907,14.37,33.476,5.92,101.8,0.26,0.11,0.1
600,01/15/1999,grid621,33.159,33.203,-118.389,-118.338,14.073,33.564,6.22,106.4,0.65,0.277,0.167
601,01/15/1999,grid635,33.246,33.29,-118.286,-118.234,14.07,33.55,6.1,104.3,1.02,0.405,0.5
602,01/15/2000,grid641,33.29,33.333,-119.683,-119.632,12.817,33.587,5.89,98.167,0.513,0.223,6.167
603,01/15/2000,grid673,33.464,33.507,-119.373,-119.321,13.79,33.543,6.03,102.475,0.565,0.252,1.525
604,01/15/2000,grid675,33.464,33.507,-117.82,-117.768,14.44,33.604,5.86,101.0,0.747,0.24,1.033
605,01/15/2000,grid697,33.638,33.681,-119.01,-118.959,13.715,33.532,5.97,101.35,0.59,0.27,2.05
606,01/15/2000,grid726,33.812,33.855,-118.648,-118.596,14.85,33.623,5.885,102.3,0.49,0.2,0.35
607,01/15/2000,grid733,33.855,33.899,-118.545,-118.493,13.553,33.556,5.967,101.0,1.377,0.383,2.733
608,01/15/2001,grid592,32.986,33.029,-120.356,-120.304,13.94,33.504,5.875,100.15,0.765,0.305,1.0
609,01/15/2001,grid612,33.116,33.159,-120.046,-119.994,13.893,33.512,5.783,98.533,0.597,0.31,1.533
610,01/15/2001,grid641,33.29,33.333,-119.683,-119.632,13.28,33.508,5.745,96.6,1.07,0.53,2.7
611,01/15/2001,grid674,33.464,33.507,-119.321,-119.269,13.755,33.486,5.85,99.3,1.0,0.33,1.55
612,01/15/2001,grid697,33.638,33.681,-119.01,-118.959,13.635,33.478,5.855,99.15,1.175,0.38,1.95
613,01/15/2001,grid726,33.812,33.855,-118.648,-118.596,14.597,33.409,5.713,98.633,0.54,0.3,0.633
614,01/15/2004,grid437,32.246,32.29,-123.513,-123.462,16.39,33.03,5.66,101.1,0.103,0.03,0.0
615,01/15/2004,grid498,32.551,32.594,-122.84,-122.789,15.385,32.774,5.77,100.85,0.155,0.06,0.0
616,01/15/2004,grid566,32.899,32.942,-122.168,-122.116,14.013,33.113,5.99,102.0,0.773,0.253,0.4
617,01/15/2004,grid601,33.072,33.116,-121.702,-121.65,13.68,33.127,6.02,101.8,0.873,0.3,1.2
618,01/15/2004,grid631,33.246,33.29,-121.495,-121.443,14.273,32.944,6.03,103.133,0.71,0.177,0.033
619,01/15/2005,grid683,33.551,33.594,-120.77,-120.718,14.45,33.155,5.855,100.65,0.625,0.225,0.4
620,01/15/2005,grid711,33.725,33.768,-120.46,-120.408,14.19,33.136,5.847,99.933,0.96,0.323,1.1
621,01/15/2005,grid731,33.855,33.899,-120.149,-120.097,13.765,33.136,5.61,95.1,1.44,0.43,3.2
622,01/15/2005,grid768,34.159,34.203,-119.528,-119.476,14.78,32.777,5.73,98.925,1.105,0.268,1.075
623,01/15/2005,grid773,34.203,34.246,-119.425,-119.373,14.785,32.958,5.59,96.6,0.465,0.205,1.1
624,01/15/2005,grid776,34.246,34.29,-120.046,-119.994,14.905,32.882,5.885,101.95,1.405,0.465,0.5
625,01/15/2005,grid801,34.377,34.42,-119.839,-119.787,14.59,32.99,5.185,89.3,0.455,0.235,1.35
626,01/15/2007,grid207,30.507,30.551,-122.271,-122.219,16.06,33.499,5.66,100.7,0.177,0.02,0.0
627,01/15/2007,grid238,30.812,30.855,-121.598,-121.547,15.72,33.434,5.68,100.3,0.22,0.07,0.0
628,01/15/2007,grid279,31.159,31.203,-120.925,-120.874,15.69,33.441,5.707,100.767,0.17,0.05,0.0
629,01/15/2008,grid641,33.29,33.333,-119.683,-119.632,12.755,33.534,6.065,100.9,1.785,0.615,5.9
630,01/15/2008,grid674,33.464,33.507,-119.321,-119.269,13.285,33.496,5.995,100.833,0.772,0.337,3.7
631,01/15/2008,grid697,33.638,33.681,-119.01,-118.959,13.385,33.488,5.675,95.7,1.065,0.405,4.25
632,01/15/2008,grid726,33.812,33.855,-118.648,-118.596,13.613,33.419,5.973,101.1,1.977,0.727,2.033
633,01/15/2008,grid734,33.855,33.899,-118.493,-118.441,13.58,33.396,6.11,103.38,2.806,0.738,2.24
634,01/15/2008,grid749,33.986,34.029,-118.855,-118.803,13.097,33.462,5.503,92.167,1.097,0.433,5.9
635,01/15/2009,grid516,32.638,32.681,-121.081,-121.029,12.915,33.178,6.22,103.6,0.865,0.155,2.65
636,01/15/2009,grid582,32.942,32.986,-120.356,-120.304,12.832,33.335,6.18,102.85,0.938,0.2,3.25
637,01/15/2009,grid612,33.116,33.159,-120.046,-119.994,13.14,33.343,6.045,101.3,0.955,0.45,2.9
638,01/15/2009,grid641,33.29,33.333,-119.683,-119.632,12.91,33.348,5.88,98.0,0.885,0.345,4.0
639,01/15/2009,grid674,33.464,33.507,-119.321,-119.269,13.47,33.372,6.115,103.15,0.81,0.32,1.35
640,01/15/2010,grid207,30.507,30.551,-122.271,-122.219,16.327,33.39,5.64,100.833,0.1,0.03,0.0
641,01/15/2010,grid238,30.812,30.855,-121.598,-121.547,15.9,33.311,5.725,101.4,0.14,0.05,0.0
642,01/15/2010,grid279,31.159,31.203,-120.925,-120.874,14.65,33.108,5.98,103.2,0.375,0.155,0.0
643,01/15/2011,grid207,30.507,30.551,-122.271,-122.219,16.305,33.26,5.68,101.4,0.155,0.02,0.0
644,01/15/2011,grid238,30.812,30.855,-121.598,-121.547,14.748,32.879,5.875,101.45,0.382,0.11,0.0
645,01/15/2011,grid278,31.159,31.203,-120.977,-120.925,14.827,33.208,5.873,101.733,0.557,0.213,0.1
646,01/15/2011,grid324,31.507,31.551,-120.253,-120.201,14.155,32.88,6.0,102.35,0.7,0.215,0.1
647,01/15/2013,grid227,30.725,30.768,-123.358,-123.306,15.83,33.301,5.64,99.77,0.134,0.054,0.0
648,01/15/2013,grid266,31.072,31.116,-122.685,-122.633,15.368,33.279,5.68,99.53,0.202,0.062,0.0
649,01/15/2013,grid305,31.377,31.42,-122.012,-121.961,14.879,33.326,5.756,99.905,0.207,0.069,0.0
650,01/15/2013,grid354,31.725,31.768,-121.34,-121.288,14.976,33.451,5.741,99.92,0.312,0.096,0.0
651,01/15/2015,grid587,32.942,32.986,-117.354,-117.302,16.591,33.411,5.722,102.827,0.421,0.115,0.05
652,01/15/2015,grid588,32.942,32.986,-117.302,-117.251,16.52,33.393,5.677,101.86,0.372,0.107,0.0
653,01/15/2016,grid385,31.986,32.029,-122.426,-122.375,16.123,33.235,5.642,100.355,0.128,0.04,0.015
654,01/15/2016,grid449,32.29,32.333,-121.754,-121.702,14.942,33.328,5.806,100.9,0.355,0.12,0.01
655,01/15/2016,grid517,32.638,32.681,-121.029,-120.977,15.493,33.342,5.685,99.917,0.27,0.093,0.093
656,01/15/2016,grid592,32.986,33.029,-120.356,-120.304,15.14,33.357,5.739,100.16,0.431,0.232,0.075
657,01/15/2016,grid612,33.116,33.159,-120.046,-119.994,14.955,33.372,5.742,99.86,0.5,0.258,0.4
658,01/15/2017,grid426,32.203,32.246,-123.513,-123.462,15.173,33.178,5.792,101.043,0.224,0.073,0.0
659,01/15/2017,grid498,32.551,32.594,-122.84,-122.789,15.168,33.196,5.767,100.607,0.241,0.061,0.0
660,01/15/2017,grid566,32.899,32.942,-122.168,-122.116,15.213,33.203,5.74,100.24,0.273,0.078,0.0
661,01/15/2017,grid622,33.203,33.246,-121.495,-121.443,14.816,33.174,5.793,100.327,0.338,0.115,0.087
662,01/15/2020,grid566,32.899,32.942,-122.168,-122.116,14.116,33.208,5.909,100.92,0.45,0.142,0.0
663,01/15/2020,grid622,33.203,33.246,-121.495,-121.443,13.43,33.466,5.916,99.765,1.542,0.4,1.505
664,01/15/2020,grid683,33.551,33.594,-120.77,-120.718,13.328,33.48,5.778,97.255,0.752,0.255,2.245
665,01/15/2020,grid711,33.725,33.768,-120.46,-120.408,13.483,33.594,5.525,93.35,1.864,0.446,3.967
666,01/15/2020,grid731,33.855,33.899,-120.149,-120.097,13.763,33.573,5.345,90.83,2.056,0.454,3.78
667,01/16/1984,grid225,30.681,30.725,-118.803,-118.752,16.083,33.316,5.83,103.633,0.1,0.053,0.1
668,01/16/1984,grid239,30.812,30.855,-118.493,-118.441,16.72,33.508,5.665,102.15,0.06,0.03,0.2
669,01/16/1984,grid258,30.986,31.029,-118.131,-118.079,15.85,33.34,5.82,103.0,0.095,0.05,0.2
670,01/16/1984,grid282,31.159,31.203,-117.82,-117.768,16.27,33.456,5.725,102.25,0.08,0.05,0.1
671,01/16/1984,grid302,31.333,31.377,-117.51,-117.458,16.177,33.432,5.807,103.533,0.113,0.063,0.0
672,01/16/1984,grid797,34.377,34.42,-122.271,-122.219,13.945,33.281,6.04,102.8,0.68,0.21,0.25
673,01/16/1984,grid820,34.681,34.725,-121.598,-121.547,13.927,33.284,6.157,104.767,0.817,0.287,0.1
674,01/16/1984,grid829,34.855,34.899,-121.236,-121.184,13.96,33.248,6.055,103.1,0.52,0.23,0.15
675,01/16/1984,grid838,34.986,35.029,-120.925,-120.874,14.48,33.439,5.86,100.967,0.537,0.25,0.7
676,01/16/1991,grid592,32.986,33.029,-120.356,-120.304,14.125,33.552,5.895,100.9,0.975,0.338,0.5
677,01/16/1991,grid612,33.116,33.159,-120.046,-119.994,14.04,33.543,5.81,99.3,1.013,0.407,0.5
678,01/16/1991,grid641,33.29,33.333,-119.683,-119.632,14.007,33.543,5.88,100.4,1.357,0.507,0.8
679,01/16/1993,grid188,30.377,30.42,-124.031,-123.979,16.947,33.356,5.56,100.6,0.12,0.05,0.0
680,01/16/1993,grid227,30.725,30.768,-123.358,-123.306,16.073,33.213,5.68,100.9,0.123,0.047,0.0
681,01/16/1993,grid266,31.072,31.116,-122.685,-122.633,16.073,33.235,5.663,100.6,0.14,0.07,0.0
682,01/16/1993,grid304,31.377,31.42,-122.064,-122.012,16.095,33.215,5.64,100.25,0.135,0.05,0.0
683,01/16/1993,grid305,31.377,31.42,-122.012,-121.961,16.13,33.205,5.65,100.5,0.133,0.047,0.0
684,01/16/1995,grid566,32.899,32.942,-122.168,-122.116,15.11,33.155,5.783,100.733,0.237,0.103,0.1
685,01/16/1995,grid622,33.203,33.246,-121.495,-121.443,13.63,33.277,5.98,101.2,0.733,0.357,0.9
686,01/16/1995,grid683,33.551,33.594,-120.77,-120.718,13.85,33.266,5.98,101.6,0.62,0.257,0.4
687,01/16/1995,grid711,33.725,33.768,-120.46,-120.408,13.99,33.25,6.115,104.2,1.085,0.37,0.2
688,01/16/1999,grid661,33.377,33.42,-117.924,-117.872,14.34,33.514,5.93,101.95,0.225,0.115,0.05
689,01/16/1999,grid675,33.464,33.507,-117.82,-117.768,14.265,33.499,5.915,101.5,0.705,0.295,0.4
690,01/16/1999,grid734,33.855,33.899,-118.493,-118.441,14.367,33.502,6.107,105.0,1.313,0.537,0.2
691,01/16/2000,grid460,32.333,32.377,-121.702,-121.65,14.92,33.492,5.865,102.0,0.36,0.12,0.1
692,01/16/2000,grid516,32.638,32.681,-121.081,-121.029,14.933,33.486,5.847,101.667,0.287,0.1,0.0
693,01/16/2000,grid592,32.986,33.029,-120.356,-120.304,13.253,33.422,5.98,100.467,0.567,0.203,2.067
694,01/16/2000,grid612,33.116,33.159,-120.046,-119.994,12.935,33.412,5.86,97.8,0.63,0.26,3.7
695,01/16/2001,grid449,32.29,32.333,-121.754,-121.702,15.15,33.488,5.793,101.233,0.28,0.1,0.0
696,01/16/2001,grid516,32.638,32.681,-121.081,-121.029,14.13,33.377,5.94,101.6,0.515,0.17,0.1
697,01/16/2004,grid683,33.551,33.594,-120.77,-120.718,15.59,32.894,5.73,100.6,0.24,0.06,0.0
698,01/16/2004,grid712,33.725,33.768,-120.408,-120.356,14.627,32.847,5.84,100.6,0.383,0.15,0.2
699,01/16/2004,grid731,33.855,33.899,-120.149,-120.097,13.14,33.117,5.853,97.933,2.717,2.617,2.633
700,01/16/2004,grid768,34.159,34.203,-119.528,-119.476,13.493,33.229,6.2,104.567,3.613,0.433,0.3
701,01/16/2005,grid670,33.464,33.507,-122.582,-122.53,13.385,33.042,6.12,102.85,0.99,0.29,0.5
702,01/16/2005,grid720,33.812,33.855,-121.857,-121.805,12.805,33.183,6.078,100.975,1.028,0.315,3.175
703,01/16/2005,grid758,34.116,34.159,-121.184,-121.132,14.34,33.166,5.865,100.6,0.645,0.22,0.3
704,01/16/2005,grid786,34.29,34.333,-120.822,-120.77,14.22,33.084,5.875,100.5,1.425,0.44,1.05
705,01/16/2005,grid805,34.42,34.464,-120.563,-120.511,14.38,33.026,5.8,99.5,1.07,0.355,1.1
706,01/16/2005,grid806,34.42,34.464,-120.511,-120.46,14.5,33.032,5.695,97.95,1.525,0.47,1.15
707,01/16/2007,grid140,29.812,29.855,-123.617,-123.565,15.93,33.493,5.68,100.8,0.15,0.05,0.0
708,01/16/2007,grid168,30.159,30.203,-122.944,-122.892,15.887,33.517,5.69,100.9,0.183,0.083,0.0
709,01/16/2007,grid188,30.377,30.42,-124.031,-123.979,15.82,33.534,5.705,101.05,0.19,0.05,0.0
710,01/16/2008,grid712,33.725,33.768,-120.408,-120.356,12.585,33.558,5.575,92.4,1.12,0.305,8.3
711,01/16/2008,grid731,33.855,33.899,-120.149,-120.097,12.91,33.529,5.613,93.8,0.923,0.34,5.867
712,01/16/2009,grid291,31.29,31.333,-123.772,-123.72,15.4,33.196,5.78,101.3,0.185,0.075,0.1
713,01/16/2009,grid337,31.638,31.681,-123.099,-123.048,14.307,33.273,5.963,102.267,0.553,0.183,0.167
714,01/16/2009,grid385,31.986,32.029,-122.426,-122.375,14.075,33.174,6.055,103.3,0.74,0.21,0.15
715,01/16/2009,grid449,32.29,32.333,-121.754,-121.702,14.91,33.157,5.933,102.967,0.247,0.077,0.067
716,01/16/2010,grid140,29.812,29.855,-123.617,-123.565,16.865,33.355,5.59,100.95,0.09,0.035,0.0
717,01/16/2010,grid168,30.159,30.203,-122.944,-122.892,16.435,33.322,5.63,100.8,0.08,0.01,0.0
718,01/16/2010,grid188,30.377,30.42,-124.031,-123.979,16.403,33.337,5.653,101.167,0.13,0.04,0.0
719,01/16/2010,grid227,30.725,30.768,-123.358,-123.306,16.445,33.392,5.655,101.3,0.105,0.035,0.0
720,01/16/2011,grid140,29.812,29.855,-123.617,-123.565,16.36,33.244,5.665,101.2,0.14,0.05,0.0
721,01/16/2011,grid168,30.159,30.203,-122.944,-122.892,16.5,33.3,5.645,101.2,0.145,0.02,0.0
722,01/16/2011,grid188,30.377,30.42,-124.031,-123.979,16.563,33.374,5.627,101.033,0.147,0.05,0.0
723,01/16/2013,grid403,32.072,32.116,-120.667,-120.615,14.966,33.478,5.729,99.707,0.327,0.093,0.1
724,01/16/2013,grid469,32.377,32.42,-119.994,-119.942,13.326,33.493,5.852,98.49,1.207,0.321,2.0
725,01/16/2013,grid518,32.638,32.681,-119.528,-119.476,13.894,33.491,5.777,98.38,0.566,0.191,1.15
726,01/16/2013,grid560,32.855,32.899,-119.01,-118.959,13.472,33.488,5.821,98.273,0.918,0.253,2.1
727,01/16/2015,grid521,32.638,32.681,-117.924,-117.872,16.955,33.424,5.655,102.345,0.218,0.034,1.17
728,01/16/2015,grid556,32.812,32.855,-117.561,-117.51,16.812,33.388,5.588,100.837,0.204,0.023,0.0
729,01/16/2015,grid575,32.899,32.942,-117.406,-117.354,15.685,33.404,5.698,100.565,0.51,0.345,0.19
730,01/16/2015,grid630,33.203,33.246,-117.51,-117.458,16.665,33.395,5.647,101.61,0.471,0.158,0.035
731,01/16/2016,grid291,31.29,31.333,-123.772,-123.72,16.136,33.161,5.66,100.637,0.098,0.03,0.0
732,01/16/2016,grid337,31.638,31.681,-123.099,-123.048,16.44,33.234,5.62,100.575,0.122,0.054,0.0
733,01/16/2016,grid372,31.899,31.942,-124.186,-124.134,15.846,33.135,5.69,100.59,0.136,0.041,0.0
734,01/16/2016,grid426,32.203,32.246,-123.513,-123.462,15.93,33.121,5.679,100.55,0.124,0.036,0.0
735,01/16/2017,grid683,33.551,33.594,-120.77,-120.718,14.782,33.305,5.834,101.055,0.656,0.178,0.06
736,01/16/2017,grid711,33.725,33.768,-120.46,-120.408,13.854,33.361,5.832,99.145,0.754,0.496,2.015
737,01/16/2017,grid731,33.855,33.899,-120.149,-120.097,14.07,33.332,5.652,96.505,0.985,0.35,2.15
738,01/16/2017,grid768,34.159,34.203,-119.528,-119.476,14.458,33.276,5.846,100.58,1.352,0.386,0.4
739,01/16/2017,grid773,34.203,34.246,-119.425,-119.373,14.177,33.256,5.612,96.005,1.36,0.358,2.24
740,01/16/2017,grid776,34.246,34.29,-120.046,-119.994,13.941,33.302,5.978,101.79,1.798,0.638,1.47
741,01/16/2017,grid783,34.246,34.29,-119.373,-119.321,14.197,33.217,5.584,95.53,1.6,0.584,2.67
742,01/16/2017,grid801,34.377,34.42,-119.839,-119.787,14.228,33.218,5.994,102.595,1.744,0.413,1.005
743,01/16/2020,grid768,34.159,34.203,-119.528,-119.476,15.125,33.534,5.573,97.35,1.009,0.248,0.75
744,01/16/2020,grid773,34.203,34.246,-119.425,-119.373,15.192,33.529,5.609,98.1,1.1,0.353,0.56
745,01/16/2020,grid776,34.246,34.29,-120.046,-119.994,14.279,33.549,5.504,94.51,1.341,0.378,2.6
746,01/16/2020,grid783,34.246,34.29,-119.373,-119.321,15.046,33.522,5.909,103.04,1.123,0.377,0.0
747,01/16/2020,grid801,34.377,34.42,-119.839,-119.787,14.997,33.513,5.824,101.46,1.884,0.509,0.0
748,01/16/2020,grid805,34.42,34.464,-120.563,-120.511,14.723,33.515,5.685,98.477,1.756,0.444,0.683
749,01/16/2020,grid809,34.464,34.507,-120.511,-120.46,14.639,33.517,5.791,100.145,2.526,0.568,0.48
750,01/16/2021,grid522,32.638,32.681,-117.872,-117.82,14.26,33.406,5.896,101.125,0.712,0.254,1.18
751,01/16/2021,grid556,32.812,32.855,-117.561,-117.51,15.496,33.571,5.731,100.87,0.61,0.214,0.19
752,01/16/2021,grid575,32.899,32.942,-117.406,-117.354,15.226,33.553,5.834,102.11,0.56,0.132,0.0
753,01/16/2021,grid587,32.942,32.986,-117.354,-117.302,14.253,33.566,5.743,98.585,1.955,0.722,2.77
754,01/17/1984,grid234,30.768,30.812,-117.147,-117.095,16.193,33.462,5.83,103.967,0.22,0.103,0.267
755,01/17/1984,grid252,30.942,30.986,-116.837,-116.785,15.945,33.466,5.785,102.7,0.2,0.09,0.1
756,01/17/1984,grid270,31.072,31.116,-116.423,-116.371,14.665,33.455,5.415,93.75,0.37,0.325,2.1
757,01/17/1984,grid328,31.507,31.551,-117.095,-117.044,16.027,33.466,5.78,102.767,0.207,0.073,0.0
758,01/17/1984,grid350,31.681,31.725,-116.785,-116.733,14.977,33.426,5.807,101.067,0.713,0.4,0.467
759,01/17/1984,grid833,34.942,34.986,-122.685,-122.633,14.373,33.106,5.967,102.333,0.297,0.06,0.0
760,01/17/1984,grid860,35.29,35.333,-122.012,-121.961,13.393,33.134,6.09,102.4,0.647,0.277,0.3
761,01/17/1984,grid879,35.507,35.551,-121.495,-121.443,14.06,33.276,5.94,101.35,0.605,0.23,0.2
762,01/17/1984,grid890,35.638,35.681,-121.288,-121.236,12.963,33.274,5.473,91.333,0.327,0.177,4.4
763,01/17/1991,grid385,31.986,32.029,-122.426,-122.375,14.81,33.276,5.85,101.4,0.3,0.1,0.0
764,01/17/1991,grid449,32.29,32.333,-121.754,-121.702,14.54,33.448,5.873,101.333,0.47,0.13,0.0
765,01/17/1991,grid458,32.333,32.377,-122.685,-122.633,13.933,33.34,6.003,102.2,0.613,0.197,0.1
766,01/17/1991,grid498,32.551,32.594,-122.84,-122.789,14.137,33.433,5.96,101.967,0.653,0.207,0.4
767,01/17/1991,grid516,32.638,32.681,-121.081,-121.029,15.01,33.532,5.82,101.4,0.37,0.12,0.0
768,01/17/1993,grid354,31.725,31.768,-121.34,-121.288,15.777,33.201,5.693,100.533,0.14,0.06,0.0
769,01/17/1993,grid403,32.072,32.116,-120.667,-120.615,14.69,33.054,5.8,100.1,0.31,0.115,0.0
770,01/17/1993,grid469,32.377,32.42,-119.994,-119.942,15.147,33.215,5.8,101.167,0.263,0.09,0.0
771,01/17/1993,grid518,32.638,32.681,-119.528,-119.476,15.077,33.181,5.792,100.85,0.278,0.097,0.0
772,01/17/1993,grid572,32.899,32.942,-118.959,-118.907,15.01,33.225,5.805,100.95,0.44,0.21,0.0
773,01/17/1995,grid731,33.855,33.899,-120.149,-120.097,13.883,33.257,5.653,96.133,0.773,0.277,2.4
774,01/17/1995,grid768,34.159,34.203,-119.528,-119.476,13.62,33.261,5.775,97.65,1.295,0.445,1.85
775,01/17/1995,grid773,34.203,34.246,-119.425,-119.373,13.853,33.302,5.737,97.5,0.797,0.323,1.467
776,01/17/1995,grid776,34.246,34.29,-120.046,-119.994,14.103,33.062,5.867,100.067,1.02,0.263,1.067
777,01/17/1995,grid805,34.42,34.464,-120.563,-120.511,13.927,33.133,5.887,100.067,1.403,0.343,1.2
778,01/17/1999,grid612,33.116,33.159,-120.046,-119.994,13.065,33.49,6.15,102.95,1.295,0.51,1.65
779,01/17/1999,grid641,33.29,33.333,-119.683,-119.632,13.15,33.531,5.757,96.6,0.587,0.307,3.833
780,01/17/1999,grid674,33.464,33.507,-119.321,-119.269,14.275,33.467,5.875,100.85,0.345,0.125,0.5
781,01/17/1999,grid697,33.638,33.681,-119.01,-118.959,14.5,33.508,5.965,102.85,0.255,0.09,0.1
782,01/17/1999,grid726,33.812,33.855,-118.648,-118.596,14.295,33.468,5.7,97.85,0.855,0.43,1.05
783,01/17/2000,grid296,31.333,31.377,-123.772,-123.72,16.023,33.543,5.703,101.4,0.15,0.04,0.1
784,01/17/2000,grid337,31.638,31.681,-123.099,-123.048,16.147,33.654,5.67,101.167,0.14,0.05,0.1
785,01/17/2000,grid372,31.899,31.942,-124.186,-124.134,15.19,33.316,5.837,101.967,0.173,0.047,0.1
786,01/17/2000,grid385,31.986,32.029,-122.426,-122.375,15.37,33.39,5.823,102.133,0.17,0.04,0.1
787,01/17/2001,grid291,31.29,31.333,-123.772,-123.72,15.58,33.369,5.71,100.5,0.2,0.08,0.0
788,01/17/2001,grid337,31.638,31.681,-123.099,-123.048,15.57,33.366,5.7,100.3,0.23,0.09,0.0
789,01/17/2001,grid366,31.855,31.899,-124.186,-124.134,15.233,33.299,5.793,101.267,0.25,0.093,0.0
790,01/17/2001,grid385,31.986,32.029,-122.426,-122.375,14.94,33.285,5.833,101.333,0.317,0.103,0.1
791,01/17/2004,grid758,34.116,34.159,-121.184,-121.132,14.897,32.824,5.847,101.233,0.343,0.097,0.0
792,01/17/2004,grid773,34.203,34.246,-119.425,-119.373,13.617,33.229,6.847,115.8,5.457,1.14,0.133
793,01/17/2004,grid776,34.246,34.29,-120.046,-119.994,13.03,33.23,6.115,102.15,3.225,1.095,1.5
794,01/17/2004,grid786,34.29,34.333,-120.822,-120.77,13.87,32.897,5.92,100.4,0.525,0.21,0.65
795,01/17/2004,grid805,34.42,34.464,-120.563,-120.511,12.805,33.246,5.515,91.7,1.505,0.58,4.25
796,01/17/2005,grid547,32.812,32.855,-123.927,-123.876,14.29,32.867,5.9,100.9,0.273,0.15,0.0
797,01/17/2005,grid608,33.116,33.159,-123.255,-123.203,14.16,32.964,5.93,101.2,0.453,0.16,0.0
798,01/17/2005,grid656,33.377,33.42,-124.341,-124.29,14.87,33.06,5.81,100.667,0.243,0.093,0.0
799,01/17/2005,grid703,33.681,33.725,-123.669,-123.617,13.397,32.913,6.043,101.467,0.78,0.183,0.567
800,01/17/2009,grid372,31.899,31.942,-124.186,-124.134,13.813,33.248,6.257,106.2,1.263,0.233,0.2
801,01/17/2009,grid437,32.246,32.29,-123.513,-123.462,13.415,33.244,6.195,104.3,1.035,0.295,1.05
802,01/17/2009,grid498,32.551,32.594,-122.84,-122.789,13.18,33.128,6.227,104.267,0.773,0.193,1.6
803,01/17/2009,grid566,32.899,32.942,-122.168,-122.116,13.147,33.11,6.16,103.033,0.62,0.197,1.767
804,01/17/2010,grid266,31.072,31.116,-122.685,-122.633,15.78,33.19,5.76,101.733,0.143,0.043,0.0
805,01/17/2010,grid305,31.377,31.42,-122.012,-121.961,14.967,33.128,5.937,103.1,0.367,0.087,0.0
806,01/17/2010,grid311,31.42,31.464,-122.012,-121.961,14.957,33.126,5.933,103.033,0.27,0.087,0.0
807,01/17/2010,grid354,31.725,31.768,-121.34,-121.288,14.715,33.179,5.98,103.35,0.315,0.09,0.0
808,01/17/2011,grid227,30.725,30.768,-123.358,-123.306,15.825,33.128,5.71,100.9,0.17,0.025,0.0
809,01/17/2011,grid266,31.072,31.116,-122.685,-122.633,15.78,33.137,5.72,101.0,0.187,0.043,0.0
810,01/17/2011,grid311,31.42,31.464,-122.012,-121.961,16.31,33.32,5.665,101.175,0.14,0.045,0.0
811,01/17/2013,grid621,33.159,33.203,-118.389,-118.338,13.682,33.5,5.842,99.05,1.533,0.535,1.55
812,01/17/2013,grid635,33.246,33.29,-118.286,-118.234,13.897,33.506,5.966,101.61,1.553,0.668,0.45
813,01/17/2013,grid661,33.377,33.42,-117.924,-117.872,13.41,33.509,6.01,101.34,1.974,0.574,0.8
814,01/17/2013,grid675,33.464,33.507,-117.82,-117.768,12.904,33.477,5.593,93.35,2.216,0.86,4.3
815,01/17/2013,grid676,33.464,33.507,-117.768,-117.717,12.496,33.494,5.552,91.84,3.85,1.09,5.15
816,01/17/2013,grid701,33.638,33.681,-118.131,-118.079,11.831,33.539,5.622,91.73,8.864,0.987,7.2
817,01/17/2013,grid734,33.855,33.899,-118.493,-118.441,11.614,33.548,4.839,78.63,4.236,0.868,10.35
818,01/17/2015,grid324,31.507,31.551,-120.253,-120.201,17.352,33.275,5.572,101.535,0.108,0.03,0.0
819,01/17/2015,grid363,31.812,31.855,-119.58,-119.528,17.419,33.264,5.551,101.273,0.106,0.035,0.0
